ID Number,S/N,Road Name,Length,Paved_Good,Paved_Fair,Paved_Poor,Gravel_Good,Gravel_Fair,Gravel_Poor,Earth_Good,Earth_Fair,Earth_Poor,Region,District
4518,3,Kibondo - Kumbanga,23.9,0,0.5,0,2,3,0,8.5,10,0,Kigoma,Kibondo And Kakonko District Council
4519,4,Kifura-nyange,26.4,0,0,0,0,3,0,9,10,4.4,Kigoma,Kibondo And Kakonko District Council
4520,5,Nyabitaka-nyakasanda,4.5,0,0,0,0,0,0,2,3,0,Kigoma,Kibondo And Kakonko District Council
4521,6,Kumsenga-kibuye,10.7,0,0,0,0,0,1,5,4.5,0.5,Kigoma,Kibondo And Kakonko District Council
4522,7,Nyange -minyinya,26.4,0,0,0,4,1.2,0,6,5,0,Kigoma,Kibondo And Kakonko District Council
4523,8,Rusohoko- Kasaka,12.5,0,0,0,0,0,0,8,4.5,0,Kigoma,Kibondo And Kakonko District Council
4524,9,Nyaroyoba-kigaga-kagezi,13.1,0,0,0,0,1.1,0,8,4,0,Kigoma,Kibondo And Kakonko District Council
4525,10,Bitare- Katanga,12.1,0,0,0,1,2,0,4.1,5,0,Kigoma,Kibondo And Kakonko District Council
4526,11,Nyakayenzi- Kasuga,4.7,0,0,0,0,0.5,0,2,2.2,0,Kigoma,Kibondo And Kakonko District Council
4527,12,Kasanda-bukirilo,14.5,0,0,0,0,0,0,10,6,0,Kigoma,Kibondo And Kakonko District Council
4528,13,Kifunzo- Nyanzige,5.4,0,0,0,0,0,0,3,2.4,0,Kigoma,Kibondo And Kakonko District Council
4529,14,Nyabibuye-rumashi-kabare,20.6,0,0,0,0,0,0,10,10.6,0,Kigoma,Kibondo And Kakonko District Council
4530,15,Gwarama-muhange,9.5,0,0,0,0,0.5,0,5,4,0,Kigoma,Kibondo And Kakonko District Council
4531,16,Muhange-nyakayenzi-kinonko,15.9,0,0,0,0,0,0,10,5.9,0,Kigoma,Kibondo And Kakonko District Council
4532,17,Kibondo - Kumhama,5,0,0,0,1,1.5,0,7,2,0,Kigoma,Kibondo And Kakonko District Council
4535,18,Kumhama-bunyambo,6.5,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4536,19,Kagezi-mikonko-kibuye,11,0,0,0,0,0,0,5,5,1,Kigoma,Kibondo And Kakonko District Council
4537,20,Busunzu-kigina,13.3,0,0,0,0,0,0,5,7,1.3,Kigoma,Kibondo And Kakonko District Council
4538,21,Magarama-kichananga,9.6,0,0,0,0,0,0,3,6.6,0,Kigoma,Kibondo And Kakonko District Council
4539,22,Magarama-kigina,4.7,0,0,0,0,0,0,1,3.7,0,Kigoma,Kibondo And Kakonko District Council
4540,23,Kushindwi-nduta,9,0,0,0,0,0,0,2,7,0,Kigoma,Kibondo And Kakonko District Council
4541,24,Kasanda-mtendeli,6,0,0,0,0,0,0,1,4,1,Kigoma,Kibondo And Kakonko District Council
4542,25,Busunzu-nyaruranga,4,0,0,0,0,0,0,1,3,0,Kigoma,Kibondo And Kakonko District Council
4543,26,Kibingo- Nduta,5,0,0,0,0,0,0,2,3,0,Kigoma,Kibondo And Kakonko District Council
4544,27,Songambele-kigina,7,0,0,0,0,0,0,3,4,0,Kigoma,Kibondo And Kakonko District Council
4545,28,Kagezi-kigina,8,0,0,0,0,0,1,3,4,0,Kigoma,Kibondo And Kakonko District Council
4546,29,Kibingo- Kifura,10,0,0,0,0,0,0,4,5,1,Kigoma,Kibondo And Kakonko District Council
4547,30,Kifura-ilunde,176,0,0,0,0,30,4,42,90,10,Kigoma,Kibondo And Kakonko District Council
4548,31,Kigaga-kagezi,10,0,0,0,0,0,0,4,6,0,Kigoma,Kibondo And Kakonko District Council
4549,32,Kigaga-rukaya-kigina,7,0,0,0,0,0,0,4,3,0,Kigoma,Kibondo And Kakonko District Council
4550,33,Kibuye-songambele,3,0,0,0,0,0,0,1,2,0,Kigoma,Kibondo And Kakonko District Council
4551,34,Nyakiyobhe-nkambiyimzina,10,0,0,0,0,0,0,0,10,0,Kigoma,Kibondo And Kakonko District Council
4552,35,Twabagondozi-kilalangona,16,0,0,0,0,0,0,10,6,0,Kigoma,Kibondo And Kakonko District Council
4553,36,Twabagondozi-nyendara,7.8,0,0,0,0,0,0,5,2.8,0,Kigoma,Kibondo And Kakonko District Council
4554,37,Kasanda-kichacha,3,0,0,0,0,0,0,1,2,0,Kigoma,Kibondo And Kakonko District Council
4555,38,Biturana- Nduta,5,0,0,0,0,0,0,1,4,0,Kigoma,Kibondo And Kakonko District Council
4556,39,Nyarugusu-kasana,1,0,0,0,0,0,0,0,1,0,Kigoma,Kibondo And Kakonko District Council
4557,40,Bukirilo-kireka,6,0,0,0,0,0,0,2,4,0,Kigoma,Kibondo And Kakonko District Council
4558,41,Kumhasha-katoke,3,0,0,0,0,0,0,1,2,0,Kigoma,Kibondo And Kakonko District Council
4559,42,Rusohoko-kibeko,6,0,0,0,0,0,0,4,2,0,Kigoma,Kibondo And Kakonko District Council
4560,43,Rumashi-ruhwiti,4,0,0,0,0,0,0,3,1,0,Kigoma,Kibondo And Kakonko District Council
4561,44,Kibingo-muhwazi,4,0,0,0,0,0,0,2,2,0,Kigoma,Kibondo And Kakonko District Council
4562,45,Nyamtukuza-mwiruzi,4,0,0,0,0,0,0,3,1,0,Kigoma,Kibondo And Kakonko District Council
4563,46,Kasanda-kilambo,3,0,0,0,0,0,0,1,2,0,Kigoma,Kibondo And Kakonko District Council
4564,47,Kanyonza-kumwiyando,4,0,0,0,0,0,0,1,3,0,Kigoma,Kibondo And Kakonko District Council
4565,48,Nengo- Nduta,12,0,0,0,0,0,0,3,7,2,Kigoma,Kibondo And Kakonko District Council
4566,49,Samvula-itaba,2,0,0,0,0,0,0,0,2,0,Kigoma,Kibondo And Kakonko District Council
4567,50,Itaba-secondary-mukabuye,1.5,0,0,0,0,0,0,0,1.5,0,Kigoma,Kibondo And Kakonko District Council
4568,51,Nyaruyoba-kumkuyu,8,0,0,0,0,0,0,0,7.5,0.5,Kigoma,Kibondo And Kakonko District Council
4569,52,Nyange -nyamatole,5,0,0,0,0,0,0,0,5,0,Kigoma,Kibondo And Kakonko District Council
4570,53,Kumhasha-rubindi,10,0,0,0,0,0,0,2,8,0,Kigoma,Kibondo And Kakonko District Council
4571,54,Ilabilo-kahambwe,3,0,0,0,0,0,0,0,3,0,Kigoma,Kibondo And Kakonko District Council
4572,55,Nyarugusu-kidibhigili,2,0,0,0,0,0,0,0,2,0,Kigoma,Kibondo And Kakonko District Council
4573,56,Kilemba- Kilalangona,4,0,0,0,0,0,0,1,3,0,Kigoma,Kibondo And Kakonko District Council
4574,57,Kilalangona-kagoti,1.5,0,0,0,0,0,0,0,1.5,0,Kigoma,Kibondo And Kakonko District Council
4575,58,Kilemba- Kumyumpu,6,0,0,0,0,0,0,1,5,0,Kigoma,Kibondo And Kakonko District Council
4576,59,Mukabuye-nyakirenda,7,0,0,0,0,0,0,1,6,0,Kigoma,Kibondo And Kakonko District Council
4577,60,Kahambwe-kumgogo,2.5,0,0,0,0,0,0,0,2.5,0,Kigoma,Kibondo And Kakonko District Council
4578,61,Kumwambu-kumgalika,4,0,0,0,0,0,0,1,3,0,Kigoma,Kibondo And Kakonko District Council
4579,62,Kabingo-ntamba,5,0,0,0,0,0,0,1,3.5,0.5,Kigoma,Kibondo And Kakonko District Council
4580,63,Kabingo-kasange,5,0,0,0,0,0,0,0,4.7,0.3,Kigoma,Kibondo And Kakonko District Council
4581,64,Muhange-nyalubungo,5,0,0,0,0,0,0,0.8,4.2,0,Kigoma,Kibondo And Kakonko District Council
4582,65,Itumbiko-muhwazi,10,0,0,0,0,0,3,5,2,0,Kigoma,Kibondo And Kakonko District Council
4583,66,Nyamtukuza-nyamwilonge,14,0,0,0,0,0,4,4,6,0,Kigoma,Kibondo And Kakonko District Council
4584,67,Kinonko-njomlole,3,0,0,0,0,0,0,1,2,0,Kigoma,Kibondo And Kakonko District Council
4585,68,Kanyonza-kichinduka,4,0,0,0,0,0,0,0.5,3.5,0,Kigoma,Kibondo And Kakonko District Council
4586,69,Nyachai-mkibhala-chinkoko,12,0,0,0,0,0,0,4,8,0,Kigoma,Kibondo And Kakonko District Council
4587,70,Kasanda-gwanumpu,17,0,0,0,0,0,0,4,13,0,Kigoma,Kibondo And Kakonko District Council
4588,71,Nyabibuye-mwirizi,4,0,0,0,0,0,0,0,3.5,0.5,Kigoma,Kibondo And Kakonko District Council
4593,72,Twabagondozi - Nhc,2.6,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4594,73,Dc's Residence - Kasulu Rd Jct,0.4,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4595,74,Hospital - Unhcr,0.5,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4596,75,Unhcr - Kanyamahela,1.1,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4597,76,Kanyamahela - Red Cross,0.5,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4598,77,Red Cross - Kanyamahela Jct,0.4,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4599,78,Katunguru - Kanyamahela,0.4,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4600,79,Katunguru Road,0.3,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4601,80,Cemetry - Katunguru - Four Ways,0.9,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4602,81,Katunguru - Kanyamahela Juu,0.4,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4603,82,Mbunge Road,0.1,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4604,83,Four Ways - Cemetry - Nhc,0.6,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4605,84,Nhc - Town Center,0.2,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4606,85,Uswahilini - Sajida Guest - Darajani,0.6,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4607,86,Sankere Street,0.25,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4608,87,Ccm - Uwanja Wa Taifa,0.8,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4609,88,Machinjioni Street,0.2,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4610,89,Kumwai A Street,0.3,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4611,90,Kumwai B Street,0.2,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4612,91,Kumwai - Free Park,1.3,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4613,92,Boma Road A,0.5,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4614,93,Boma Road B,0.1,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4615,94,Boma - Maji,0.4,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4616,95,Caritas - Radio Kwizera,1.7,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4617,96,Nyamaliza Road,0.3,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4618,97,Subira Annex Road,0.4,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4619,98,Ccm - Mahakama,0.35,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4620,99,Mahakama - Anglican,0.3,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4621,100,Anglican - Sokoni,0.4,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4622,101,Sokoni - Jua Kali,0.1,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4623,102,Kazala Road,0.1,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4624,103,Kanyiri Road,0.3,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4625,104,Sokoni - Kumwelulo,0.4,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4626,105,Shule - Uwanjani,0.3,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4627,106,Sabato - Kumwelulo,0.3,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4628,107,Kisimani - Tag,0.2,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4629,108,Tag - Kumwelulo,0.2,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4630,109,Mishita - Katunguru,0.3,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4631,110,Katunguru - Soko Dogo,0.4,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4632,111,Katunguru - Kumwelulo Chini A,0.4,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4633,112,Katunguru - Kumwelulo Chini B,0.6,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4634,113,Shule - Soko Dogo,0.1,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4635,114,Shule - Kumwelulo Mwisho,0.6,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4636,115,Kumwelulo Mwisho - Malagarasi,0.5,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4637,116,Full Gospel - Kumwelulo Chini,0.4,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4638,117,Malagarasi A,0.1,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4639,118,Malagarasi B,0.1,0,0,0,0,0,0,0,0,0,Kigoma,Kibondo And Kakonko District Council
4643,119,Kibondo-biturana,7.1,0,0,0,1.4,0,1,4.7,0,0,Kigoma,Kibondo And Kakonko District Council
4644,120,Twabagondozi-bitare-kumhama,6,0,0,0,0,0,0.8,1,4.2,0,Kigoma,Kibondo And Kakonko District Council
4645,121,Kakonko-mbizi,2,0,0,0,0,0,0,0,2,0,Kigoma,Kibondo And Kakonko District Council
4646,122,Mabamba -nyakasanda,8,0,0,0,0,0,1,3,4,0,Kigoma,Kibondo And Kakonko District Council
4647,123,Mabamba -kumgogo-nyabitaka,3,0,0,0,0,0,0,0,3,0,Kigoma,Kibondo And Kakonko District Council
4648,124,Kakonko-itumbiko,2,0,0,0,0,0,0,0,2,0,Kigoma,Kibondo And Kakonko District Council
4649,125,Bus Stand Steet,2.5,0,0,0,0,0,1.1,0,1.4,0,Kigoma,Kibondo And Kakonko District Council
4650,126,Katerela School,1,0,0,0,0,0,0,0,1,0,Kigoma,Kibondo And Kakonko District Council
4651,127,Sabato Church-mumwerulo,0.3,0,0,0,0,0,0,0,0.3,0,Kigoma,Kibondo And Kakonko District Council
4652,128,Kilimo-kibodeco Road,0.1,0,0,0,0,0,0,0,0.1,0,Kigoma,Kibondo And Kakonko District Council
4653,129,Kumwayi -bitare,0.14,0,0,0,0,0,0,0,0.14,0,Kigoma,Kibondo And Kakonko District Council
4654,130,Rest House-sankere Road,0.4,0,0,0,0,0,0,0,0.4,0,Kigoma,Kibondo And Kakonko District Council
4655,131,Barabara Za Kuzunguka Soko Kuu,0.1,0,0,0,0,0,0,0,0.1,0,Kigoma,Kibondo And Kakonko District Council
4656,132,Line Police- Nabuhima,10,0,0,0,0,0,0,1,9,0,Kigoma,Kibondo And Kakonko District Council
4657,133,Narukinga-road,5,0,0,0,0,0,0,1,4,0,Kigoma,Kibondo And Kakonko District Council
4658,134,Nane Nane- Road,5,0,0,0,0,2.5,0,1,1.5,0,Kigoma,Kibondo And Kakonko District Council
4659,135,Mabamba-kilimahewa,5,0,0,0,0,0,2,1,2,0,Kigoma,Kibondo And Kakonko District Council
4660,136,Nankuye-redio Kwizera,8,0,0,0,0,0,0,2,6,0,Kigoma,Kibondo And Kakonko District Council
4661,137,Mikarutusini Steet,4,0,0,0,0,0,0,2,2,0,Kigoma,Kibondo And Kakonko District Council
4662,138,Machinjioni -iom,2,0,0,0,0,0,0,0,2,0,Kigoma,Kibondo And Kakonko District Council
4663,139,Malagarasi -stand Mpya,2.3,0,0,0,0,0,0,0.3,2,0,Kigoma,Kibondo And Kakonko District Council
4664,140,Mount Chanza Road,2,0,0,0,0,0,0,0.5,1.5,0,Kigoma,Kibondo And Kakonko District Council
4665,141,Tutuba High School Road,2,0,0,0,0,0,0,0.5,1.5,0,Kigoma,Kibondo And Kakonko District Council
4666,142,Kabwigwa-mugoboka,3,0,0,0,0,0,0.5,0.5,2,0,Kigoma,Kibondo And Kakonko District Council
4667,143,Kakonko -town Roads,10,0,0,0,0,4,0,1,5,0,Kigoma,Kibondo And Kakonko District Council
4668,144,Safari Gest House-mission,0.8,0,0,0,0,0,0,0.2,0.6,0,Kigoma,Kibondo And Kakonko District Council
4669,145,Sokoni- Mission,0.7,0,0,0,0,0,0,0.3,0.4,0,Kigoma,Kibondo And Kakonko District Council
4675,1,Mugombe - Kagerankanda,36.6,0,0,0,28,9,0,0,2,0,Kigoma,Kasulu District Council
4676,2,Makere -nyarugusu- Kitanga,63.6,0,0,0,8.6,0,0,27,34,3,Kigoma,Kasulu District Council
4677,3,Migongo - Heru Ushingo,24.4,0,0,0,0,0,0,16,8,2,Kigoma,Kasulu District Council
4678,4,Muganza - Kasumo-muyama,25.7,0,0,0,0,0,0,17,2,0,Kigoma,Kasulu District Council
4679,5,Heru Juu - Muyama-kilelema,46.3,0,0,0,0,0,0,0,0,0,Kigoma,Kasulu District Council
4680,6,Muyama-kajana,8.8,0,0,0,0,0,0,0,0,0,Kigoma,Kasulu District Council
4681,7,Muyama Jct2 - Mulera,19.2,0,0,0,0,0,0,0,0,0,Kigoma,Kasulu District Council
4682,8,Kasulu - Kabanga,7.2,0,0,0,7.2,0,0,1.3,0,0,Kigoma,Kasulu District Council
4683,9,Kabanga - Msambara-buhoro ,29.5,0,0,0,3,1,0,13,2,0,Kigoma,Kasulu District Council
4684,10,Makere - Mwali - Shunga,24.8,0,0,0,5,1,0,19,8.7,0,Kigoma,Kasulu District Council
4685,11,Mugombe Jct - Mtabila - Shunga,13.8,0,0,0,0,0,0,0,0,0,Kigoma,Kasulu District Council
4686,12,Mubondo - Ruhita - Mtandu,30.2,0,0,0,3,5,0,11,5,0,Kigoma,Kasulu District Council
4687,13, Titye-muruffiti-nyansha,24.7,0,0,0,3,2,0,18,3,0,Kigoma,Kasulu District Council
4688,14,Kasulu - Kigondo,7.7,0,0,0,0,0,0,12,3,0,Kigoma,Kasulu District Council
4689,15,Heru Juu - Marumba,19,0,0,0,3,2,0,11,4,2,Kigoma,Kasulu District Council
4690,16,Kasangezi - Kigembe,11.2,0,0,0,0,0,0,0,0,0,Kigoma,Kasulu District Council
4691,17,Rusesa - Zeze,13.6,0,0,0,2,1,2,8,2,0,Kigoma,Kasulu District Council
4692,18,Mukabogo - Rusaba - Kinazi,11.9,0,0,0,0,0,0,8,3,2,Kigoma,Kasulu District Council
4693,19,Mnanila - Mubaga - Janda,32,0,0,0,7,0,0,25,2,2,Kigoma,Kasulu District Council
4696,20,Kagerankanda - Mvinza,9.1,0,0,0,0,0,0,6,2,2,Kigoma,Kasulu District Council
4697,21,Kasumo - Buhoro Jct,7,0,0,0,0,0,0,0,0,0,Kigoma,Kasulu District Council
4698,22,Shunga - Katundu,11.1,0,0,0,0,0,0,0,0,0,Kigoma,Kasulu District Council
4699,23,Muyama - Biharu,3.7,0,0,0,0,0,0,9,3,0,Kigoma,Kasulu District Council
4700,24,Nyachenda - Mwali,7.9,0,0,0,0,0,0,10,2,0,Kigoma,Kasulu District Council
4701,25,Mugombe - Mtabila - Shunga,15,0,0,0,5,3,0,2,5,0,Kigoma,Kasulu District Council
4702,26,Nyakitonto - Buhoro,13.3,0,0,0,0,0,0,8,7.5,0,Kigoma,Kasulu District Council
4703,27,Msambara - Kanazi Jct,4.4,0,0,0,0,0,0,0,4,2,Kigoma,Kasulu District Council
4704,28,Nyakitonto Jct - Nyamyusi - Kitema,11.7,0,0,0,0,0,0,0,0,0,Kigoma,Kasulu District Council
4705,29,Kitema -ruhita Jct,4.4,0,0,0,0,0,0,4.5,0,0,Kigoma,Kasulu District Council
4706,30,Lalambe - Nyenge,2.2,0,0,0,0,0,0,2.5,0,0,Kigoma,Kasulu District Council
4707,31,Murufityi -shunguliba,14.5,0,0,0,0,0,0,10,3,0,Kigoma,Kasulu District Council
4708,32,Kidyama - Kigondo - Mrufiti,11.7,0,0,0,0,0,0,11,4,0,Kigoma,Kasulu District Council
4709,33,Kidyama -kabanga,4.5,0,0,0,0,0,0,5,0,0,Kigoma,Kasulu District Council
4710,34,Kabanga - Muganza,6.2,0,0,0,0,0,0,0,6,2,Kigoma,Kasulu District Council
4711,35,Muhunga - Kasulu,9.4,0,0,0,0,0,0,0,0,0,Kigoma,Kasulu District Council
4712,36,Uvinza Jct - Kaguruka,6.3,0,0,0,0,0,0,0,0,6.3,Kigoma,Kasulu District Council
4713,37,Uvinza Jct-nyamgongo,5.3,0,0,0,0,0,0,0,0,8,Kigoma,Kasulu District Council
4714,38,Uvinza Jct - Asantenerere,10.9,0,0,0,10,0,0,2,0,0,Kigoma,Kasulu District Council
4715,39,Nkundutsi-marumba,7.6,0,0,0,0,0,0,5,3.1,0,Kigoma,Kasulu District Council
4716,40,Munzeze-kigogwe,7.2,0,0,0,0,0,0,5,3,0,Kigoma,Kasulu District Council
4717,41,Kitambuka Road,2.1,0,0,0,0,0,0,6,4,0,Kigoma,Kasulu District Council
4718,42,Kirungu Road,2.2,0,0,0,0,0,0,0,0,0,Kigoma,Kasulu District Council
4719,43,Bukuba - Nyakoronko - Buhigwe,8.5,0,0,0,0,0,0,5,3.5,0,Kigoma,Kasulu District Council
4720,44,Bweranka - Kibande,5.6,0,0,0,0,0,0,6.7,0,0,Kigoma,Kasulu District Council
4721,45,Kibwigwa -mwayaya,5.7,0,0,0,7.7,0,0,0,0,0,Kigoma,Kasulu District Council
4724,46,Msufini -posta,0.5,0,0,0,0.5,0,0,0,0,0,Kigoma,Kasulu District Council
4725,47,Kagunga  Jct-posta  Ccm,0.4,0,0,0,0,0.4,0,0,0,0,Kigoma,Kasulu District Council
4726,48,Mchungwani -mwenge ,0.8,0,0,0,0.8,0,0,0,0,0,Kigoma,Kasulu District Council
4727,49,Kagunga Road,0.8,0,0,0,0,0,0,0.8,0,0,Kigoma,Kasulu District Council
4728,50,Hasum Mosque-msufini ,0.4,0,0,0,0,0.4,0,0,0,0,Kigoma,Kasulu District Council
4729,51,Ccm-rc,0.7,0,0,0,0.7,0,0,0,0,0,Kigoma,Kasulu District Council
4730,52,Rc-mwenge,0.3,0,0,0,0,0.3,0,0,0,0,Kigoma,Kasulu District Council
4731,53,Matanwa Road,0.25,0,0,0,0,0,0,0,0.3,0,Kigoma,Kasulu District Council
4732,54,Rc-mwanza,0.2,0,0,0,0,0,0,0.2,0,0,Kigoma,Kasulu District Council
4733,55,Mwanza Street,0.5,0,0,0,0,0,0,0.5,0,0,Kigoma,Kasulu District Council
4734,56,Patrick -diga,0.3,0,0,0,0,0,0,0,0.3,0,Kigoma,Kasulu District Council
4735,57,Utulivu-mwenge Jct,0.3,0,0,0,0.3,0,0,0,0,0,Kigoma,Kasulu District Council
4736,58,Tangira Road,0.2,0,0,0,0,0.2,0,0,0,0,Kigoma,Kasulu District Council
4737,59,Mbanga  -rc,0.5,0,0,0,0,0,0,0,0,0.5,Kigoma,Kasulu District Council
4738,60,Rc-kinkati,1.1,0,0,0,0,0,0,0,1.1,0,Kigoma,Kasulu District Council
4739,61,Ccm-majengo,0.3,0,0,0,0,0.3,0,0,0,0,Kigoma,Kasulu District Council
4740,62,Majengo -mchungwani,0.35,0,0,0,0,0,0,0,0.35,0,Kigoma,Kasulu District Council
4741,63,Stand  Old  -kasudeco,0.3,0,0,0,0,0.3,0,0,0,0,Kigoma,Kasulu District Council
4742,64,Juma  Mosque-tupa Tupa,0.3,0,0,0,0,0.3,0,0,0,0,Kigoma,Kasulu District Council
4743,65,Bilishanga-kagunga Jct,0.25,0,0,0,0,0,0,0.25,0,0,Kigoma,Kasulu District Council
4744,66,Tupatupa -mahussein,0.2,0,0,0,0,0.2,0,0,0,0,Kigoma,Kasulu District Council
4745,67,Mahussein- Amani,0.6,0,0,0,0.6,0,0,0,0,0,Kigoma,Kasulu District Council
4746,68,Kihoza-mangu ,0.3,0,0,0,0,0,0,0.3,0,0,Kigoma,Kasulu District Council
4747,69,Nmb-kiganamo,0.7,0,0,0,0,0.7,0,0,0,0,Kigoma,Kasulu District Council
4748,70,Barayazana-ntiruhungwa,0.2,0,0,0,0,0,0,0,0,0.2,Kigoma,Kasulu District Council
4749,71,Kiganamo-mahussein,0.5,0,0,0,0,0,0,0.5,0,0,Kigoma,Kasulu District Council
4750,72,Murubona -lembo,0.1,0,0,0,0.1,0,0,0,0,0,Kigoma,Kasulu District Council
4751,73,Sokoni-msufini ,0.2,0,0,0,0,0.2,0,0,0,0,Kigoma,Kasulu District Council
4752,74,Omary Street,0.9,0,0,0,0,0,0,0.9,0,0,Kigoma,Kasulu District Council
4753,75,Nhc-linus,0.3,0,0,0,0,0,0,0,0.3,0,Kigoma,Kasulu District Council
4754,76,Chubwa -sumbawanga Jct,0.35,0,0,0,0,0,0,0,0,0.35,Kigoma,Kasulu District Council
4755,77,Nhc-jamada ,0.3,0,0,0,0,0,0,0.3,0,0,Kigoma,Kasulu District Council
4756,78,Elisha - Nhc,0.2,0,0,0,0,0,0,0.2,0,0,Kigoma,Kasulu District Council
4757,79,Nhc - Africare,0.2,0,0,0,0.3,0,0,0,0,0,Kigoma,Kasulu District Council
4758,80,Sumbawanga  Road,1.3,0,0,0,0,0,0,1.3,0,0,Kigoma,Kasulu District Council
4759,81,Mandevu- Richard,0.2,0,0,0,0,0.2,0,0,0,0,Kigoma,Kasulu District Council
4760,82,Haruna- Nhc,0.55,0,0,0,0,0,0,0.7,0,0,Kigoma,Kasulu District Council
4761,83,Pentecoastal Road,0.6,0,0,0,0.6,0,0,0,0,0,Kigoma,Kasulu District Council
4762,84,Muhunga  Jct-kagunga Jct,0.55,0,0,0,0,0,0,0.55,0,0,Kigoma,Kasulu District Council
4763,85,Utulivu -fumbo,0.4,0,0,0,0,0,0,0.4,0,0,Kigoma,Kasulu District Council
4764,86,Mambu  Road,0.4,0,0,0,0,0,0,0,0,0.4,Kigoma,Kasulu District Council
4765,87,Matata-fumbo,0.4,0,0,0,0,0,0,0,0.4,0,Kigoma,Kasulu District Council
4766,88,Njemba Road,0.4,0,0,0,0,0,0,0.4,0,0,Kigoma,Kasulu District Council
4767,89,Kasudeco Street,0.2,0,0,0,0,0.2,0,0,0,0,Kigoma,Kasulu District Council
4768,90,Umoja Street,1.2,0,0,0,1.2,0,0,0,0,0,Kigoma,Kasulu District Council
4769,91,Assembles Of God Street,0.6,0,0,0,0,0.6,0,0,0,0,Kigoma,Kasulu District Council
4770,92,Dwtstreet,0.3,0,0,0,0,0,0,0.3,0,0,Kigoma,Kasulu District Council
4771,93,Gorofa Street,1.1,0,0,0,0,0,0,1.1,0,0,Kigoma,Kasulu District Council
4772,94,Tima Street,0.3,0,0,0,0,0,0,0,0,0.3,Kigoma,Kasulu District Council
4773,95,Danstan Sabibi Street,0.1,0,0,0,0,0,0,0.1,0,0,Kigoma,Kasulu District Council
